lon,lat,lai_hv,wind,temperature,rain,pressure,radiation,biomass
1.0,20.75,5.312977228739065,0.718890677289637,317.10252085249397,0.0022842189561510092,101526.66107353594,13010556.611989379,165.2058601151
1.0,21.0,5.402088591790261,0.669918556174669,316.93071609579033,0.002299201575918688,101264.04720686405,13085663.531072894,156.03450245428147
0.75,21.0,5.221245763052019,0.6847387348754416,317.2413529791233,0.0019407892186637098,101385.60626170688,13152662.175960202,103.05543306711557
0.5,21.0,5.309192016633227,0.6529560047025262,317.3975391215811,0.0018643154302661745,101667.11387861722,13189112.2159248,132.7575261017372
0.5,21.25,5.272638797519891,0.6680030228732086,317.3020920345236,0.0018247519499421428,101448.12234705461,13226058.174800482,115.30460700455991
0.25,21.25,5.926298658299868,0.6252059762168961,317.5194739170089,0.0016696194077642865,101563.19825230585,13290849.98053347,142.57776275569609
0.25,21.5,5.393241564379418,0.6322884085551904,317.43407389174683,0.0016449605127299791,101397.55378024002,13340764.218933972,108.04898384158052
2.25,19.75,5.368261394355494,0.7258470877002037,316.87901939600596,0.0029650697763229416,101954.31740552589,12603605.553554695,155.60633497673848
4.0,18.5,5.179641878006597,0.8427198234748337,316.6278428511175,0.0034614470906053118,101628.77067960393,12278828.258686464,117.4677843893728
5.75,17.25,2.683642912112564,1.0143868934254494,315.5602055299536,0.0031112283535357824,97994.91902529067,12191149.79520699,75.3563764886632
1.5,20.25,5.4484365350125055,0.7911768550342215,316.7636608592081,0.0028865670914985345,101614.83190798193,12761754.094299057,116.92235276875672
3.25,19.0,4.085442419783974,1.16921743383165,316.8089639742135,0.002948760570429998,101837.66702108813,12459590.7017762,64.57535362243652
0.0,21.5,5.345003802447483,0.6238197350118918,317.4862272761582,0.00153883362270891,101405.88925828638,13369949.046851203,115.62997922818523
-0.0,21.75,5.337739985991076,0.6194089675414237,317.4852225699786,0.0015740271722673674,101321.83985465221,13397646.118035186,119.95885781852566
-0.25,21.75,5.3323659882443515,0.6213749096139751,317.395073024595,0.0014113252857277125,101048.38986652004,13409151.436772313,58.51327354257757
-0.5,21.75,5.357368457014111,0.603202547635647,317.8422586114218,0.0013466347035016347,101508.50825467941,13380735.283167258,58.8637809753418
-0.5,22.0,5.492983854508413,0.5372678750485363,317.8299281264909,0.0012946637411824923,101518.60344475781,13439080.14305617,75.62645380585282
-0.75,22.25,5.70008345646975,0.5149367894551953,317.7536617937703,0.0011496756811390026,101280.81077937954,13458495.368425066,123.54216755268186
-1.0,22.25,5.73426185915144,0.46316698154467345,317.43909742264447,0.0013031694992797697,101087.01091480152,13422020.532514915,246.23459788731165
-1.5,22.75,5.7217020905587415,0.3274665697675313,317.9507668788136,0.0010462019633684597,101280.94970401363,13411209.500253309,94.05189461567822
-1.75,23.0,5.795544387398037,0.26560487297954194,317.6423220816906,0.0009573987274537708,100704.69032174154,13386587.126318038,124.47341063055661
-2.0,23.0,5.783971338308622,0.24813823379648853,318.0372629471807,0.0008848266629540687,101035.51618375952,13371759.150876656,149.60715049102058
-2.25,23.0,5.752240222982541,0.2214618592300614,317.90701649154033,0.0008966098691255253,100469.0741422976,13387454.984412434,118.52139877298896
-2.25,23.25,5.8492341926871205,0.2602867476294348,318.0168034758879,0.0009034769031857133,100690.93678296503,13409225.824608978,125.67080543950661
-2.5,23.25,5.864536707017779,0.22757145519133487,317.9105786316315,0.000859855630007935,100207.34013164171,13463504.149427006,143.39620414191782
-2.5,23.5,5.868539331895525,0.18776359575568569,318.10750104282397,0.0009094855579883761,100515.24342903218,13531172.284844276,163.17473187584145
-2.75,23.5,5.847422419587863,0.1707303661939424,317.92500986584685,0.0008980925242067031,99952.78389374792,13656788.54502159,90.4229051873592
-3.0,23.5,5.832315019283282,0.14985100030298754,317.7656269309995,0.00106399382434258,99787.13942168212,13753145.58944501,114.7525289870584
-3.0,23.75,5.822308457088917,0.15974125409609063,318.00036282931336,0.0010279418955265996,99988.67275755867,13793711.756371599,90.50592576204191
-3.25,23.75,5.719427618483362,0.10596496547599846,317.93560494919495,0.0010184997236938422,99691.92973910808,13890911.862943862,49.74877345592626
-3.25,24.0,5.722421225111985,0.13624063210840046,317.8569638564135,0.0010991873739010377,99499.05603875744,13942090.694567624,68.16428322899964
-3.5,24.0,5.590897647478776,0.11750363898881581,318.42581022789176,0.0008876359041605095,99682.99225431393,13991112.278928172,57.43070369495286
-3.5,24.25,5.453448178139375,0.08469739914260586,318.834268958343,0.0006986363985494574,100018.72678673698,14060317.762969801,87.67535322035732
-4.0,24.25,3.982015261905411,0.04775764006692877,318.88212950725995,0.0007438963957643252,99257.095634356,14190769.232530173,1.5007215738296509
-4.0,24.5,3.0680565662834285,0.009965866949739693,319.3373527435233,0.0004639867233337553,99603.48105539386,14357497.170436267,22.40923122659114
-4.25,24.5,2.5384780767135555,0.03021018813502017,318.90779518330123,0.0005373391326130232,98934.28109290477,14391765.167192101,17.819822361826702
-4.25,24.75,2.7567270515934004,0.058066233755051176,319.4094175776749,0.000505032858738962,99488.2662255085,14420875.607272666,18.926046211133585
-4.5,24.75,3.9944356633366334,0.061090760020514986,319.4528026172465,0.0005703477167886935,99100.7128045639,14449118.189258847,24.77514627283099
-4.75,24.75,5.870981044564677,0.04681987820952549,319.41051362077985,0.0005747176475542664,98534.40968773604,14510141.011267602,17.718484969443928
-4.75,25.0,3.0711226438360195,0.024256753554056106,320.0274032150259,0.0005051889276948756,99416.34957325293,14524944.190763429,23.362799054378613
-5.0,25.0,3.24126764925895,0.021106205360864654,319.9036416810899,0.0004524376205961668,98781.88076929041,14617383.4757893,42.48265770392338
-5.0,25.25,3.4086587595710065,0.018938628203948944,320.0215576517993,0.0004632063785541884,98798.92219107406,14643468.81051226,49.740292268911624
-5.25,25.25,2.5755051441759313,0.01389775109484262,320.60657065907594,0.00040436838217486093,98857.77992772368,14810990.218676085,55.55998131438777
-5.25,25.5,3.367662515349643,0.010545567817286921,320.40179327229777,0.00041521517461083694,98786.18743294766,14830207.076480553,53.68536420205973
-5.5,25.5,2.724951338775645,0.0137213203960239,320.52436742620336,0.00039547245168779986,98117.21901151542,14978536.422785465,18.906448442673238
-5.75,25.5,2.3869079265728645,0.009890253793103099,321.0048909908063,0.00036020086765138555,98282.21516862213,15119550.965151906,48.44306109842334
-5.75,25.75,2.167365624434475,0.010545567817286921,321.00461698003005,0.0003306258005058082,98062.48270567764,15172490.308910012,29.765145693487394
-6.0,25.75,2.2289714844957054,0.010419545889559262,320.8311681586689,0.0003201691804596146,97543.50658086859,15294907.892110845,34.24184443867793
-6.0,26.0,2.18461927902587,0.017048299288034068,321.4132583843321,0.00040077879618885293,98358.20694347813,15431855.899406403,40.71858510216329
-6.25,26.0,2.585968830659953,0.01120088184147074,320.2634178302957,0.0003884493486716996,96466.28496800995,15718546.62190347,49.27221607387661
-6.5,26.0,2.533940281935723,0.0061348003468188915,319.9074778319573,0.0003921169691356637,95730.58641399538,15912054.181008045,45.29729592525042
-6.5,26.25,2.487252282839461,-0.000141091654018477,321.24099694300133,0.0003369465932202984,97429.58838090161,16019271.84958418,26.598702849008113
-6.75,26.25,2.3640238386576224,-0.0076519985465868965,321.22419094872527,0.000334293420969772,96886.76352723771,16230855.652997727,39.42448083383949
-6.75,26.5,2.1659719528196617,-0.0026363258230261088,322.36261438708505,0.0003084640087661145,98377.10069371658,16308714.922037754,30.51471132246229
-7.0,26.5,3.541118884529373,0.0005394267557108756,322.2771230248976,0.0003309379384176355,98000.19816138674,16398451.448998213,40.46741890514557
-7.0,26.75,2.38761591175319,0.0037151793344478547,321.6930233868751,0.00045126710342681815,97157.3887144764,16430413.422817508,49.821224826592896
-5.5,25.25,2.2940225007887536,0.015183174757664735,320.34096287997204,0.0004216140018032836,98322.31807966743,14914166.148126895,18.831193053813845
-0.25,21.5,5.31802789467115,0.616434850047051,317.4893327316222,0.001481400246932801,101318.82982091323,13381677.529098315,135.17963754935343
-2.0,22.75,5.713406957107366,0.27120024657065,318.1236676786222,0.0009509218657833673,101105.90466503994,13385768.86011475,129.7945814586821
-4.5,24.5,4.349242157722391,0.02714538775772003,319.26693197402903,0.0005492003732624374,98846.89749805204,14412568.965512032,10.400558298284357
-6.25,25.75,2.5364265920965496,0.010394341504013731,320.5259201539354,0.0003768222114561563,97110.66372920538,15534585.501837239,35.66870378282335
-7.0,19.25,3.0334990849225063,0.019266285216040853,319.57638147733167,0.0004508769310370347,95264.6794994149,14354521.65696977,14.20429875483531
-7.0,19.5,2.581720919577999,0.013948159865933684,320.17637374037605,0.0004203654501559774,96066.83033674353,14408576.818277812,27.756870816471906
-6.75,19.5,2.8331671523227073,0.012914780058566888,319.959265868667,0.0004185706571629737,96109.48019941409,14363472.993314818,84.81500791301538
-6.75,19.75,2.8516472379351394,0.009386166082192466,320.3123744223175,0.00037814879758141863,96578.72130521313,14363968.912225898,60.1677211233049
-6.5,19.75,2.91684877076259,0.011150473070379679,321.2147832454076,0.00036675576379974553,98698.75752988357,14294713.836293165,24.586484157366904
-6.25,19.75,3.0298197918593965,0.004647741599632526,321.31863332960324,0.0003522413508998051,99041.99399254836,14251544.095083391,6.229003190204797
-6.25,20.0,2.5813083927800147,0.04717273960716294,320.7916192699646,0.0005035502036577863,98573.49381813125,14193372.806813363,16.03159021616731
-6.0,20.0,3.5978914914304285,0.034923408232034575,321.0503767796625,0.0005733130269510483,99472.05835152949,14116133.43641219,21.167968388472797
-6.0,20.25,2.802071551252985,0.0374186424010422,320.47038730328364,0.0006066337490385446,98846.71226520657,14063640.419674058,19.747150209607064
-5.75,20.25,2.9067976110765508,0.048831293986131924,320.53907267119496,0.0006112377832379886,99313.77688507126,13959968.571312165,16.20532717072146
-5.75,20.5,2.96430050190377,0.0264900737335362,320.69398009669715,0.0006879456750693936,99419.86899731695,13868446.736271799,18.410131840695822
-5.5,20.5,2.9882772283650256,0.1477286323249443,319.72124184103814,0.0009546675207252875,98876.34952048253,13716546.77380709,23.36653512190237
-5.25,20.5,3.3452299770376,0.25825012746728293,319.3021880272389,0.0009833061741353853,98778.315037015,13610196.963325346,29.85995509394202
-5.25,20.75,4.042450437810196,0.13565079658159854,319.8126701033777,0.0009497513486140169,99671.27627683761,13596633.581107225,79.62097073361959
-5.0,20.75,4.158872189825285,0.2357174067895776,319.1017034759551,0.0010569707213264798,99193.6996929922,13527725.648412248,81.97843922044825
-5.0,21.0,5.000175996823794,0.189270659296199,319.6782221491682,0.0009214248331157464,100068.60073038106,13604989.814758977,106.2781531079047
-4.75,21.0,5.458008271663049,0.30100690001175917,319.6178484414696,0.0008952052485223062,100236.0512226903,13551133.021015365,150.67588608769884
-4.5,21.0,5.320854260705989,0.45043876684417994,319.14033899540533,0.001017173137568579,100366.26991305909,13484456.723420262,120.73886455706696
-4.5,21.25,5.39877722803346,0.43075414173311966,319.07923459230335,0.0010021905178008988,100379.0972876082,13530527.590259865,92.03455570211476
-4.25,21.25,5.451346521344236,0.47859206549853867,318.6609114739073,0.0010285661713502529,100149.96425775587,13492193.058433155,87.19425619381862
-4.25,21.5,5.366856573367764,0.4609489956166664,318.51678180560396,0.0008849046974320259,99824.23229898843,13532139.326720884,102.27115533963459
-4.0,21.5,5.052695117956434,0.44570034236161993,319.1372335399413,0.000766292290937889,100602.99748957586,13463330.577808127,88.13517822347221
-3.75,21.5,5.0552817724735295,0.4652589455449524,318.47010863671744,0.0009862714842977377,100249.202754719,13443816.168657014,10.482873916625977
-3.75,21.75,5.036840709666312,0.39640056423456016,318.33849212719593,0.0009073786270835466,99980.29097130099,13462958.638624813,56.64040624554792
-3.5,21.75,5.731145609420719,0.4225375120452764,319.07147095364314,0.0008224771150666912,100948.87352028869,13479026.411343902,104.6462664428711
-3.5,22.0,5.699107886339382,0.37211860629495846,318.85144030032086,0.000796335564951206,100601.23777754385,13562737.523534706,126.42651676945215
-3.25,22.0,5.596611701099513,0.35850823810037147,318.3002219554475,0.000939606866479651,100233.31903821955,13576970.396282787,176.4786259813357
-3.25,22.25,5.794317956376999,0.33663083144685,318.5074654392119,0.0009162745575706062,100248.322898703,13646498.22761662,161.39066387400817
-3.0,22.25,5.709761112163014,0.35006476894261834,317.6637862591629,0.0010762452373817778,99922.6835563583,13610271.35116201,150.5779108822108
-2.75,22.25,5.771718177471181,0.32914512893982706,317.63218368296975,0.0010111644827659155,100091.94006891092,13552323.226401964,117.23716661969169
-2.75,22.5,5.815747051126375,0.22756132053208006,317.464123740208,0.001031375412556693,99753.10288632612,13583218.974562436,163.43385583700368
-2.5,22.5,5.707692903486629,0.24890943508914534,317.67885685185627,0.0009762050366413283,100253.55572658767,13460379.86028718,227.97764705289455
-2.5,22.75,5.6996151828071735,0.20520503055319347,317.8970607666702,0.0008248181494053906,100148.48239499211,13449767.195590008,145.38534259074686
-2.25,22.75,5.687016391409253,0.22584742231498395,318.1243070371002,0.0008661764227224256,100777.85729570406,13400125.712590601,178.68445064702553
-1.75,23.25,5.8287750933816564,0.3273556175660944,317.50084118422427,0.0010864677539941016,100695.93806979283,13394348.257276487,123.49005853179959
-1.5,23.25,5.816828540299474,0.3242908171887942,317.4787376482742,0.001166609162855599,100766.69701676421,13392860.500543237,569.0514397463679
-1.5,23.5,5.6885104073803365,0.3155448954044947,317.38466061509774,0.0010872480987736666,100540.01832211443,13397422.9545252,180.568388154354
-1.25,23.5,5.766539293750532,0.33361643984064093,317.4968223595061,0.0012397274687009976,100885.57019534767,13428318.702685665,406.8385774976989
-1.0,23.5,5.817787386370467,0.3364393310217405,317.49417358866924,0.0011587276805819758,101018.33583734171,13466628.438566834,182.77044900047858
-1.0,23.75,5.75211200519398,0.29686844571525584,317.3813724857829,0.0011777680932034032,100743.6355275026,13456685.264399612,106.00943595805067
-0.75,23.75,5.892582954594291,0.27557073992928166,317.1544002261291,0.0013065249818319067,100704.82924637562,13532709.633468632,122.09769378275527
-0.75,24.0,5.7655748729930805,0.2288670135134116,317.1236196822646,0.001342186738258105,100729.6041394579,13510244.506796574,147.3738709529327
-0.5,24.0,5.789010854867791,0.22233907765711888,317.1807052606483,0.0013258775323651598,100766.09501001643,13528419.934887767,88.26981467922239
-0.25,24.0,5.822130067122226,0.17285273417198568,317.22180687708465,0.0014751574886962676,101066.68161001065,13559712.418177102,22.087016105651855
-0.25,24.25,5.739106261684536,0.2361913550479066,317.10270352634495,0.001379175080809565,100778.04252854956,13529089.42541773,116.19199563164128
-0.0,24.25,5.735510588918317,0.24022405673519165,316.9555597395028,0.001434267422246973,100750.95222489887,13517856.862081701,125.67386404300792
-4.0,21.75,5.468221097256402,0.3617949428805452,319.29880856099857,0.000744754775021849,100767.25271530065,13482150.700483728,102.08961382875115
0.0,24.5,5.6024539725088145,0.17273164731129412,316.6319530127612,0.0019476562527238968,100586.51176632862,13450535.869902188,140.44034968288926
-6.5,20.0,2.6763567969103184,0.03308842315424688,320.62922221657857,0.0004792814810132617,98198.53623067887,14239592.449326295,20.857876977372094
-4.75,21.25,5.345890177594508,0.3516173061871866,319.38566997706727,0.0009175231092179124,100135.84025328844,13609626.656577602,80.86832869312539
-0.5,24.25,5.657141646674104,0.20899582304427797,317.374978901004,0.0012125714703720765,100873.76160144866,13512996.856753085,112.28988893941981
-3.0,22.5,5.768161527510174,0.2032894972517331,317.8525796839936,0.0010260690680556402,100097.12658858419,13664946.411108905,148.4186664524304
0.25,24.5,5.5813593589469885,0.21913292110061783,316.71452159333546,0.002020774558569295,100750.99853311022,13408581.130024567,72.93505886767772
0.5,24.75,5.560476583470621,0.23873699798800518,316.5521245399494,0.00224340692417967,100603.87734559187,13291866.614301192,206.9735982762698
0.75,25.0,5.540368689412086,0.09875157614294029,316.6158777138884,0.0021350170342978583,100782.5344250523,13214776.019573342,184.66521078512034
1.0,25.0,5.560766467166504,0.16679354698180338,316.12430238131026,0.0026633104500645042,100231.42040155342,13242572.274539545,73.0011214937836
1.0,25.25,5.957751039302983,0.1536368577270359,316.34707314239495,0.0026749375872800476,100729.37259840107,13224322.458611691,58.24729125329369
1.25,25.25,5.676218223737677,0.18042911956193602,316.22879182398395,0.0024882010815297398,100456.4783088053,13229256.851776967,94.19062898036049
1.5,25.5,5.6419004538944995,0.2230346657931391,316.2877954778013,0.002717466377766433,100446.29050230418,13169052.295971494,151.19871758753317
1.75,25.75,5.69639301403372,0.24791139432657877,316.3384874714061,0.0027440761347496566,100368.12224151383,13154050.748911237,135.7651084568834
2.0,25.75,5.72180243491501,0.2959358834500712,316.2882521624284,0.0025940158336389824,100120.69746817087,13267045.872801488,113.2581724241561
2.25,25.75,5.580199824163467,0.340119171311388,315.99186383946,0.0026818046213402348,99532.39795094289,13360005.87268399,191.60084138047978
2.25,26.0,5.297607818170897,0.2938691238353376,315.9707650096894,0.0028254660952584617,99316.8332270216,13368064.554989088,132.71371033951849
2.5,26.0,5.279055261634497,0.2872050313920625,315.6489850214559,0.002955783673446099,98809.48046326613,13524080.64441579,436.1614850914997
2.5,26.25,5.311722924285731,0.23930162912926164,315.4780936340064,0.0028585527139120903,98399.0970941167,13549570.876445454,114.12844593524933
2.75,26.25,5.524486407689666,0.2832328731351233,315.5511631743376,0.0026898421725697723,98545.29211740769,13610792.066018647,129.56886198778233
2.75,26.5,5.454641161041655,0.24047610059064697,315.3966210965371,0.002971936810383129,98224.28359619985,13612998.905172965,142.91762682641547
3.0,26.5,5.590903222165233,0.3349270678890085,315.31176909282743,0.0029594512939100626,98155.88636800832,13689593.58098973,157.56444737139637
3.25,26.5,5.531421317644984,0.40055928784957284,315.59226479077387,0.0027785673740065046,98327.55090755207,13754410.182668272,296.77273349761964
3.25,26.75,5.206093765255764,0.36741552085719886,315.89723878473114,0.002189172961999786,98196.63759401275,13790562.671286222,84.33336302994724
3.5,26.75,4.1349623596015395,0.4563617974473798,315.78087554175374,0.002195883927104059,98193.39601921695,13921485.263812125,35.63438378738032
3.5,27.0,4.205710705455945,0.40295370447639833,315.55737408526574,0.00222303992543298,98106.7533557461,13874050.61996704,82.79401537944254
3.75,27.0,3.87025394777026,0.5150880157684685,315.6883512363094,0.002158427377684859,98094.15752225384,14003039.12873972,27.725263404846192
4.0,27.25,3.3850611117889793,0.46951848670214735,316.0019109012554,0.0021279158968038007,98283.09502463813,14200315.671568522,14.568874151475969
4.25,27.25,3.520999841097919,0.5279422523966895,315.94199387818395,0.002250351992717814,98068.50277315557,14311004.772522237,2.935241222381592
4.25,27.5,3.8135370877337977,0.5077535395747186,315.8807981381566,0.002248323096290941,98011.63628959481,14389880.675329983,13.80453724861145
4.5,27.75,4.2942423011153785,0.5377971671449924,315.7386778822124,0.002302244920558999,97731.98100113921,14640716.46055575,7.609427213668823
5.0,28.0,3.4180576809413132,0.45376574573619005,316.5500237906648,0.0020246762824671282,98444.75699052625,14928473.408711642,42.441548428313865
5.25,28.0,3.367790733138206,0.48428825663182884,316.688399232667,0.0021740342732761925,98602.76060771626,14961129.669006456,60.60477826906287
5.25,28.25,3.314307191248111,0.5365369478677159,316.8346296502548,0.002258233474991437,98883.80514251288,15016548.607319977,97.57638146727031
5.5,28.25,3.246624922946294,0.6251807718313505,316.8166362759482,0.002204155581767466,98803.96978611327,15040575.878561944,60.64105420499634
5.75,28.5,3.226405535158573,0.6035050002621933,317.2157786400073,0.0021123870356904236,99282.75038345423,15158654.171290804,46.10075534668264
6.0,28.75,3.1605573387018504,0.6340527155433777,317.2058229151372,0.0023357217116024096,99387.8700232612,15289155.23274228,38.62072229951791
6.25,28.75,3.1594647001558376,0.6439076302916804,317.1646299617755,0.002546336767607459,99314.14735076221,15291535.643515479,45.7923917500893
6.5,28.75,3.1396411151067274,0.665406971162019,317.44183753040704,0.002710833447140116,99748.14790770966,15269740.007373381,47.78187767057031
6.5,29.0,3.0479040747332213,0.5991194371772707,317.6520037957845,0.0024018949489096647,100003.86185088762,15376065.02190957,43.42764728012369
6.75,29.0,2.991560718689528,0.6463776600751425,317.85376706402405,0.002428426671414932,100318.10937323564,15365080.418029085,30.23696494247892
6.75,29.25,2.9733036205354666,0.5767026037680385,318.00246357859794,0.0022989674724848193,100516.03066862543,15454792.149043992,42.3404064418543
7.0,29.25,2.9149255039341475,0.6393456365079392,318.247155201782,0.002370447054293127,100866.07443836144,15471033.493381958,69.06074751445226
7.0,29.5,2.8263270120372015,0.6435446342347882,318.3289017500275,0.0022479329239011568,100990.5509105205,15541776.326047946,24.574821735217977
0.25,24.75,5.490876623026817,0.1772130928713626,316.59770166573094,0.002054017246178835,100589.42918364484,13334590.028490987,142.40734821037483
6.25,29.0,3.217647702731084,0.5539279738941326,317.6427787663177,0.0023367361598158457,99914.5333111574,15428359.671083272,44.47796783311062
2.0,26.0,5.48381349528294,0.27987055519831283,316.4534806605023,0.0027681107539603116,100296.29820568099,13245175.84882273,157.8452059095212
3.75,27.25,4.140369805467016,0.4426254073250651,315.77064580610744,0.0021723955492391023,98075.31008022677,13990641.155962646,21.559880681154205
5.5,28.5,3.2461845227160127,0.622735946433434,316.9478874377681,0.0022388809244581836,98964.75189598536,15140627.518872935,112.93654092144978
1.25,25.5,5.901680842895796,0.21597743784039025,316.2383822011523,0.0028058794412913384,100479.81764733512,13179540.9809409,198.89397970544152
6.0,5.0,5.421232065091343,3.5405468434974443,314.2897088974451,0.006531167384464745,106335.72251596407,7974053.742921884,45.046290589406205
6.25,5.0,4.250057336239321,2.3772888374145245,314.8466814686196,0.00601941727802491,106273.11381419357,7724432.959028272,39.392597019672394
6.25,5.25,3.54216692558371,1.8771834194200872,314.9570164745196,0.0054825400696830295,106154.84264235792,7514634.463694625,102.4670151768273
6.5,5.25,2.78621714296286,1.50703181329841,315.30473614957066,0.0038563795835440118,105543.48163586835,7239523.447771351,51.465631389659364
6.5,5.5,2.8585152516529417,1.442407768759667,315.2626298269549,0.003465738986892929,105208.02495271349,7164143.773286739,44.171582188000926
6.75,5.5,2.825702647153766,1.4024084088989082,315.7558492241903,0.0029863731888051135,105431.78623004703,7086755.627212243,486.64390204530775
6.75,5.75,3.2691745296739825,1.4542286255805212,315.5254061613708,0.002941737467413898,104737.6724498416,7171582.556952985,32.62178364872988
7.0,5.75,1.868155478106867,1.4392572205664753,315.5881546291302,0.0026487960371645645,103984.28415908421,7161366.627384675,50.71760637357637
